Product ID [Non Editable],Variant ID [Non Editable],Product Type [Non Editable],Product Page,Product URL,Title,Description,SKU,Option Name 1,Option Value 1,Option Name 2,Option Value 2,Option Name 3,Option Value 3,Price,Sale Price,On Sale,Stock,Categories,Tags,Weight,Length,Width,Height,Visible,Hosted Image URLs
5fa27216d3c0dd76edb11e35,3fd1aa9f-1b61-47f6-8417-993fe609a47a,PHYSICAL,the-store,crossfire,Crossfire (Noughts & Crosses #5) by Malorie Blackman,"<p class="""">Crossfire is the long-awaited new novel in legendary author Malorie Blackman's ground-breaking Noughts &amp; Crosses series - perfect for fans of <em>The Handmaid's Tale</em> and <em>The Power</em>.</p><p class="""">Thirty-four years have passed since Sephy Hadley - a Cross - first met Callum McGregor - a nought. Their love was forbidden, powerful - and deadly. Life is seemingly very different now for noughts and Crosses - including for Sephy and Callum's families. </p><p class="""">But old wounds from the past are hard to heal, and when you're playing a game as dangerous as they are, it won't be long before someone gets caught in the crossfire. </p><p class="""">ISBN: 9780241388440 | Published: July 2019 | Paperback</p>",SQ7415772,,,,,,,17.99,0,No,5,"/genre/sci-fi-fantasy, /genre/young-adult, /region/ukeurope/england, /black","Black, series, Noughts & Crosses, adapted, dystopia, Black British, colonialism",0.3,0,0,0,Yes,https://static1.squarespace.com/static/5f700c249c46e86db79c8d50/5f70550a35ffa16c0e7643b8/5fa60d4e116faf366ca8291f/1604717913094/MALORIE+BLACKMAN+crossfire.jpg
5fa27216d3c0dd76edb11e46,8a1a3a8e-2148-47ba-a8dc-d4f60ae5cec6,PHYSICAL,the-store,on-earth-were-briefly-gorgeous,On Earth We're Briefly Gorgeous by Ocean Vuong,"<p class="""">** The Sunday Times and New York Times Bestseller ** </p><p class="""">Brilliant, heartbreaking and highly original, Ocean Vuong's debut novel is a shattering portrait of a family, and a testament to the redemptive power of storytelling.</p><p class="""">This is a letter from a son to a mother who cannot read. Written when the speaker, Little Dog, is in his late twenties, the letter unearths a family's history that began before he was born. It tells of Vietnam, of the lasting impact of war, and of his family's struggle to forge a new future. And it serves as a doorway into parts of Little Dog's life his mother has never known — episodes of bewilderment, fear and passion — all the while moving closer to an unforgettable revelation. </p><p class="""">'A masterpiece' — MAX PORTER <br>'Luminous, shattering, urgent, necessary' — CELESTE NG </p><p class="""">SHORTLISTED FOR THE INTERNATIONAL DYLAN THOMAS PRIZE 2020<br>FINALIST FOR THE PEN/FAULKNER AWARD 2020 </p><p class="""">ISBN: 9781529110685 | Published: June 2019 | Paperback</p>",SQ6508373,,,,,,,19.99,0,No,6,"/region/america/usa, /region/asia/south-east-asia/vietnam, /genre/literary-fiction, /genre/general-fiction","asian-american, debut, contemporary, 2020 hits, LGBTQIA+, vietnamese american, war",0.19,0,0,0,Yes,https://static1.squarespace.com/static/5f700c249c46e86db79c8d50/5f70550a35ffa16c0e7643b8/5fa3fbab28399e7d942d026e/1604582318801/OCEAN+VUONG+on+earth+were+briefly+gorgeous.jpg
5fa27217d3c0dd76edb11e54,26ae79e6-b9ae-4b46-9e18-2dd50cc3d218,PHYSICAL,the-store,sharks-in-the-time-of-saviours,Sharks in the Time of Saviours by Kawai Strong Washburn,"<p class="""">‘The next time I went for air you were at the surface, sideways, prone and ragdolling in the mouth of a shark. But the shark was holding you gently, do you understand? It was holding you like you were made of glass, like you were its child.' </p><p class="""">In 1995 in Kailua-Kona, Hawai’i, seven-year-old Nainoa Flores is saved from drowning by a shiver of sharks. His family, struggling to make ends meet amidst the collapse of the sugar cane industry, hails his rescue as a sign of favour from ancient Hawaiian gods. But as time passes, this hope gives way to economic realities, forcing Nainoa and his siblings to seek salvation across the continental United States, leaving behind home and family. </p><p class="""">With stunning physical detail and a profound command of language, Washburn’s powerful debut examines what it means to be both of a place, and a stranger in it. </p><p class="""">ISBN: 9780143796602 | Published: February 2020 | Paperback</p>",SQ5002121,,,,,,,32.99,0,No,5,"/region/america/usa, /genre/general-fiction","hawaii, debut, contemporary, Magical Realism, mythology, pidgin",0.58,0,0,0,Yes,https://static1.squarespace.com/static/5f700c249c46e86db79c8d50/5f70550a35ffa16c0e7643b8/5fa3f67e6d618612a18e443a/1604581066963/KAWAI+STRONG+WASHBURN+sharks+in+the+time+of+saviours.jpg
5fa27217d3c0dd76edb11e5e,7c228ad7-9ef3-4abb-b1a7-79540296f782,PHYSICAL,the-store,the-coconut-children,The Coconut Children by Vivian Pham,"<p class="""">Growing up can feel like a death sentence </p><p class="""">Life in a troubled neighbourhood demands too much too young. But Sonny wouldn’t really know. Watching the world from her bedroom window, she exists only in second-hand romance novels and falls for any fast-food employee who happens to spare her a glance. </p><p class="""">Everything changes with the return of Vince, a boy who became a legend after he was hauled away in handcuffs at fourteen. Sonny and Vince used to be childhood friends. But with all that happened in-between, childhood seems so long ago. It will take two years of juvie, an inebriated grandmother and a porn stash for them to meet again. </p><p class=""""><em>The Coconut Children</em> is an urgent, moving and wise debut from a young and gifted storyteller. </p><p class="""">ISBN: 9780143793830 | Published: December 2017 | Paperback</p>",SQ1041028,,,,,,,32.99,0,No,4,"/genre/historical-fiction, /region/oceania/australia, /genre/young-adult, /genre/general-fiction","Asian-Australian, vietnamese australian, debut, 1990s",0.4,0,0,0,Yes,https://static1.squarespace.com/static/5f700c249c46e86db79c8d50/5f70550a35ffa16c0e7643b8/5fa3f70df42eb56ee6e73adc/1604581202163/VIVIAN+PHAM+the+coconut+childre.jpg
5fa27217d3c0dd76edb11e6c,92067c6a-bad2-4111-814c-0e22bacecc72,PHYSICAL,the-store,the-ministry-of-utmost-happiness,The Ministry of Utmost Happiness by Arundhati Roy,"<p class="""">‘At magic hour; when the sun has gone but the light has not, armies of flying foxes unhinge themselves from the Banyan trees in the old graveyard and drift across the city like smoke . . . ' </p><p class="""">Anjum lives in a graveyard, gathering around her the misfits and outcasts of Delhi's bustling streets. Tilo is a Kashmiri woman, brilliant and beautiful, fated to be loved by three rival men. When Anjum takes in an abandoned baby, it is Tilo who claims the child as her own — and so begins a tale that will sweep across twenty years, crossing the cities and forests of a teeming continent . . . </p><p class="""">ISBN: 9780670089635 | Published: June 2017 | Paperback</p>",SQ4502444,,,,,,,19.99,0,No,1,"/genre/literary-fiction, /region/asia/south-asia/india, /genre/general-fiction",multigenerational,0.34,0,0,0,Yes,https://static1.squarespace.com/static/5f700c249c46e86db79c8d50/5f70550a35ffa16c0e7643b8/5fa3f4e42c904942e4a8ec68/1604580598583/ARUNDHATI+ROY+the+ministry+of+utmost+happiness.jpg
5fa27218d3c0dd76edb11e94,56f9dc3c-75bc-4b02-88e2-0e4e190b4d55,PHYSICAL,the-store,the-memory-police,The Memory Police by Yōko Ogawa,"<p class="""">Shortlisted for the International Booker Prize 2020, an enthralling Orwellian novel about the terrors of state surveillance from one of Japan's greatest writers. </p><p class="""">Finalist for the National Book Award 2019. <br>Longlisted for the Translated Book Award 2020. <br>New York Times 100 Notable Books of the Year. </p><p class="""">Hat, ribbon, bird rose. To the people on the island, a disappeared thing no longer has any meaning. It can be burned in the garden, thrown in the river or handed over to the Memory Police. Soon enough, the island forgets it ever existed. </p><p class="""">When a young novelist discovers that her editor is in danger of being taken away by the Memory Police, she desperately wants to save him. For some reason, he doesn't forget, and it's becoming increasingly difficult for him to hide his memories. Who knows what will vanish next? </p><p class="""">ISBN: 9781784700447 | Published: August 2020  | Paperback</p>",SQ6654132,,,,,,,19.99,0,No,5,"/genre/crime-mystery, /genre/sci-fi-fantasy, /genre/translated, /new-releases, /region/asia/china/japan","Magical Realism, 2020 Hits, Japanese, dystopia, 2020 release",0.21,0,0,0,Yes,https://static1.squarespace.com/static/5f700c249c46e86db79c8d50/5f70550a35ffa16c0e7643b8/5fa609852057b138b4298dea/1604716935809/YOKO+OGAWA+The+memory+police.jpg
5fa27218d3c0dd76edb11e9f,ff3c7d27-a3e7-4121-b498-9fd3cc183a47,PHYSICAL,the-store,the-whale-rider,The Whale Rider by Witi Ihimaera,"<p class="""">An international bestseller that was made into a multiple award-winning film. </p><p class="""">Eight-year-old Kahu craves her great-grandfather's love and attention. But he is focused on his duties as chief of a Māori tribe in Whangara, on the East Coast of New Zealand — a tribe that claims descent from the legendary 'whale rider'. </p><p class="""">In every generation since the whale rider, a male has inherited the title of chief. But now there is no male heir — there's only Kahu. She should be the next in line for the title, but her great-grandfather is blinded by tradition and sees no use for a girl. Kahu will not be ignored. And in her struggle she has a unique ally: the whale rider himself, from whom she has inherited the ability to communicate with whales.</p><p class=""""> Once that sacred gift is revealed, Kahu may be able to re-establish her people's ancestral connections, earn her great-grandfather's attention - and lead her tribe to a bold new future. </p><p class="""">ISBN: 9780143011392 | Published: 1987 | Paperback</p>",SQ5560256,,,,,,,22.95,0,No,1,"/genre/young-adult, /region/oceania/new-zealand, /first-nations, /genre/general-fiction","Maori, adapted, contemporary, modern classic, Māori",0.19,0,0,0,Yes,https://static1.squarespace.com/static/5f700c249c46e86db79c8d50/5f70550a35ffa16c0e7643b8/5fa3f55b89be7b4974b02984/1604580716205/WITI+IHIMAERA+the+whale+rider.jpg
5fa27219d3c0dd76edb11eaa,c28efca9-639f-44c8-abee-974b93d57f8e,PHYSICAL,the-store,they-called-us-enemy,They Called Us Enemy by George Takei,"<p class="""">By George Takei, Justin Eisenger and Steven Scott, illustrated by Harmony Becker</p><p class="""">George Takei has captured hearts and minds worldwide with his captivating stage presence and outspoken commitment to equal rights. But long before he braved new frontiers in Star Trek, he woke up as a four-year-old boy to find his own birth country at war with his father's — and their entire family forced from their home into an uncertain future.</p><p class="""">In 1942, at the order of President Franklin D. Roosevelt, every person of Japanese descent on the west coast was rounded up and shipped to one of ten ""relocation centers,"" hundreds or thousands of miles from home, where they would be held for years under armed guard.</p><p class=""""><em>They Called Us Enemy</em> is Takei's firsthand account of those years behind barbed wire, the joys and terrors of growing up under legalized racism, his mother's hard choices, his father's faith in democracy, and the way those experiences planted the seeds for his astonishing future. What is American? Who gets to decide? When the world is against you, what can one person do?</p><p class="""">To answer these questions, George Takei joins co-writers Justin Eisinger &amp; Steven Scott and artist Harmony Becker for the journey of a lifetime.</p><p class="""">ISBN: 9781603094504 | Published: July 2019 | Paperback</p>",SQ2051587,,,,,,,32.99,0,No,4,"/region/america/usa, /genre/non-fiction/biography-and-memoir, /genre/graphic-novel","graphic memoir, Japanese-American, Asian-American, internment, WWII, war, memoir",0.44,0,0,0,Yes,https://static1.squarespace.com/static/5f700c249c46e86db79c8d50/5f70550a35ffa16c0e7643b8/5fa609578a3e5f40744bc6b8/1604716900238/GEORGE+TAKEI+they+called+us+enemy.jpg
5fa27219d3c0dd76edb11ef9,f7fb12ea-4f67-4bd4-b95e-e6f40ed0cea4,PHYSICAL,the-store,the-yield,The Yield by Tara June Winch,"<p class="""">The yield in English is the reaping, the things that man can take from the land. In the language of the Wiradjuri yield is the things you give to, the movement, the space between things: baayanha. </p><p class="""">Knowing that he will soon die, Albert “Poppy” Gondiwindi takes pen to paper. His life has been spent on the banks of the Murrumby River at Prosperous House, on Massacre Plains. Albert is determined to pass on the language of his people and everything that was ever remembered. He finds the words on the wind. </p><p class="""">August Gondiwindi has been living on the other side of the world for ten years when she learns of her grandfather’s death. She returns home for his burial, wracked with grief and burdened with all she tried to leave behind. Her homecoming is bittersweet as she confronts the love of her kin and news that Prosperous is to be repossessed by a mining company. Determined to make amends she endeavours to save their land — a quest that leads her to the voice of her grandfather and into the past, the stories of her people, the secrets of the river. </p><p class="""">Profoundly moving and exquisitely written, Tara June Winch’s <em>The Yield </em>is the story of a people and a culture dispossessed. But it is as much a celebration of what was and what endures, and a powerful reclaiming of Indigenous language, storytelling and identity. </p><p class="""">ISBN: 9780143785750 | Published: July 2019 | Paperback</p>",SQ1607474,,,,,,,32.99,0,No,2,"/region/oceania/australia, /genre/literary-fiction, /first-nations, /genre/general-fiction","2020 hits, Award Winner, Wiradjuri",0.53,0,0,0,Yes,https://static1.squarespace.com/static/5f700c249c46e86db79c8d50/5f70550a35ffa16c0e7643b8/5fa3f46f135df2729fbdd66c/1604580495386/TARA+JUNE+WINCH+the+yield.jpg
5fa2721ad3c0dd76edb11f0e,c5c8c715-3df7-4bbb-9ced-223ceb79ac00,PHYSICAL,the-store,beloved,Beloved by Toni Morrison,"<p class="""">It is the mid-1800s. At Sweet Home in Kentucky, an era is ending as slavery comes under attack from the abolitionists. The worlds of Halle and Paul D. are to be destroyed in a cataclysm of torment and agony.</p><p class="""">The world of Sethe, however, is to turn from one of love to one of violence and death — the death of Sethe's baby daughter Beloved, whose name is the single word on the tombstone, who died at her mother's hands, and who will return to claim retribution.</p><p class="""">**One of the BBC's 100 Novels That Shaped Our World**</p><p class="""">ISBN: 9781400033416 | Published: April 1987 | Paperback</p>",SQ7052578,,,,,,,19.99,0,No,5,"/region/america/usa, /genre/historical-fiction, /genre/classics, /black","Black, Award Winner, Pulitzer Prize, Black American, slavery, Magical Realism, modern classic",0.25,0,0,0,Yes,https://static1.squarespace.com/static/5f700c249c46e86db79c8d50/5f70550a35ffa16c0e7643b8/5fa3fcfec7d3ec12500a7df5/1604582657263/TONI+MORRISON+beloved.jpg
5fa2721ad3c0dd76edb11f19,885182a1-4ebf-413d-8a54-5b1c761a270c,PHYSICAL,the-store,song-of-solomon,Song of Solomon by Toni Morrison,"<p class="""">Winner of the PEN/Saul Bellow award for achievement in American fiction.</p><p class="""">Macon 'Milkman' Dead was born shortly after a neighbourhood eccentric hurled himself off a rooftop in a vain attempt at flight. For the rest of his life he, too, will be trying to fly. </p><p class="""">In 1930s America Macon learns about the tyranny of white society from his friend Guitar, though he is more concerned with escaping the familial tyranny of his own father. So while Guitar joins a terrorist group Macon goes home to the South, lured by tales of buried family treasure. But his odyssey back home and a deadly confrontation with Guitar leads to the discovery of something infinitely more valuable than gold: his past and the origins of his true self.</p><p class="""">'The story of Milkman Dead and Guitar had me in thrall' — Salman Rushdie, New York Times </p><p class="""">BY THE NOBEL PRIZE-WINNING AUTHOR OF <em>BELOVED</em> </p><p class="""">ISBN: 9781400033423 | Published: 3 July 1977 | Paperback</p>",SQ6662428,,,,,,,19.99,0,No,3,"/region/america/usa, /genre/historical-fiction, /genre/literary-fiction, /genre/classics, /black","Black, modern classic, Black American",0.25,0,0,0,Yes,https://static1.squarespace.com/static/5f700c249c46e86db79c8d50/5f70550a35ffa16c0e7643b8/5fa3fcc15cef1e5d0075d395/1604582597083/TONI+MORRISON+song+of+solomon.jpg
